smiles_solvent,smiles_solute,inchi_solvent,inchi_solute,dGsolv_avg,dGsolv_std [kcal/mol],dGsolv_all [kcal/mol],Source_all,mw_solvent,mw_solute,heavy_atoms_solvent,heavy_atoms_solute
CC(=O)C1=CC=CC=C1,C1CCCCC1,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,-3.52,0.037,"[-3.4743, -3.5088, -3.5638]","['CompSol Binary (entry number=14326)', 'CompSol Binary (entry number=14327)', 'CompSol Binary (entry number=14328)']",120.151,84.162,9,6
CC(=O)C1=CC=CC=C1,CCC1CCCCC1,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",-4.54,0.033,"[-4.5099, -4.5761]","['CompSol Binary (entry number=14349)', 'CompSol Binary (entry number=14350)']",120.151,112.216,9,8
CC(=O)C1=CC=CC=C1,CCCCCCC,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",-3.69,0.036,"[-3.6494, -3.7364, -3.6945]","['CompSol Binary (entry number=14354)', 'CompSol Binary (entry number=14355)', 'CompSol Binary (entry number=14357)']",120.151,100.205,9,7
CC(=O)C1=CC=CC=C1,CCCCCC,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",-3.04,0.045,"[-3.1086, -2.9873, -3.0483, -3.0189]","['CompSol Binary (entry number=14358)', 'CompSol Binary (entry number=14362)', 'CompSol Binary (entry number=14363)', 'CompSol Binary (entry number=14365)']",120.151,86.178,9,6
CC(=O)C1=CC=CC=C1,CCI,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C2H5I/c1-2-3/h2H2,1H3",-4.05,0,[-4.051],['CompSol Binary (entry number=14367)'],120.151,155.966,9,3
CC(=O)C1=CC=CC=C1,CCN(CC)CC,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",-3.93,0,[-3.9255],['CompSol Binary (entry number=14377)'],120.151,101.193,9,7
CC(=O)C1=CC=CC=C1,CCCCCCCCC,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",-4.92,0.043,"[-4.9595, -4.873]","['CompSol Binary (entry number=14380)', 'CompSol Binary (entry number=14383)']",120.151,128.259,9,9
CC(=O)C1=CC=CC=C1,CCCCC,"InChI=1/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","InChI=1/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",-2.43,0.029,"[-2.4024, -2.4181, -2.4699]","['CompSol Binary (entry number=14390)', 'CompSol Binary (entry number=14391)', 'CompSol Binary (entry number=14393)']",120.151,72.151,9,5
CCCN,[HH],"InChI=1/C3H9N/c1-2-3-4/h2-4H2,1H3",InChI=1/H2/h1H,1.35,0,[1.3515],['CompSol Binary (entry number=14401)'],59.112,2.016,4,0
CCCO,CC(Cl)(Cl)Cl,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C2H3Cl3/c1-2(3,4)5/h1H3",-3.94,0,[-3.94],['CompSol Binary (entry number=14462)'],60.096,133.405,4,5
CCCO,CC(C)CCC(C)C,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C8H18/c1-7(2)5-6-8(3)4/h7-8H,5-6H2,1-4H3",-4.07,0.013,"[-4.0613, -4.0877]","['CompSol Binary (entry number=14582)', 'CompSol Binary (entry number=14583)']",60.096,114.232,4,8
CCCO,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C7F16/c8-1(9,2(10,11)4(14,15)6(18,19)20)3(12,13)5(16,17)7(21,22)23",-1.24,0,[-1.2362],['CompSol Binary (entry number=14999)'],60.096,388.045,4,23
CCCO,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C6F14/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)20",-0.96,0,[-0.9591],['CompSol Binary (entry number=15154)'],60.096,338.038,4,20
CCCO,O,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/H2O/h1H2,-4.76,0.112,"[-4.8685, -4.6444]","['CompSol Binary (entry number=15171)', 'CompSol Binary (entry number=15193)']",60.096,18.015,4,1
CCCOCC(C)O,O,"InChI=1/C6H14O2/c1-3-4-8-5-6(2)7/h6-7H,3-5H2,1-2H3",InChI=1/H2O/h1H2,-4.29,0,[-4.2932],['CompSol Binary (entry number=15275)'],118.176,18.015,8,1
CCCCOCCOCCOCCO,C(=O)=O,"InChI=1/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3",InChI=1/CO2/c2-1-3,-0.48,0,[-0.4783],['CompSol Binary (entry number=15416)'],206.282,44.009,14,3
CCCCOCCOCCOCCO,CC,"InChI=1/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3",InChI=1/C2H6/c1-2/h1-2H3,-0.23,0,[-0.2344],['CompSol Binary (entry number=15419)'],206.282,30.07,14,2
CCCCOCCOCCOCCO,C,"InChI=1/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3",InChI=1/CH4/h1H4,0.7,0,[0.6996],['CompSol Binary (entry number=15422)'],206.282,16.043,14,1
COCCOCCOCCO,C(=O)=O,"InChI=1/C7H16O4/c1-9-4-5-11-7-6-10-3-2-8/h8H,2-7H2,1H3",InChI=1/CO2/c2-1-3,-0.5,0,[-0.4986],['CompSol Binary (entry number=15429)'],164.201,44.009,11,3
C(COCCO)N,CC,"InChI=1/C4H11NO2/c5-1-3-7-4-2-6/h6H,1-5H2",InChI=1/C2H6/c1-2/h1-2H3,0.38,0,"[0.3805, 0.3805]","['CompSol Binary (entry number=15447)', 'CompSol Binary (entry number=15451)']",105.137,30.07,7,2
CCCCOCCOCCO,C(=O)=O,"InChI=1/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3",InChI=1/CO2/c2-1-3,-0.23,0,[-0.2329],['CompSol Binary (entry number=15474)'],162.229,44.009,11,3
CCOCCOCCO,C(=O)=O,"InChI=1/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",InChI=1/CO2/c2-1-3,-0.51,0,[-0.5093],['CompSol Binary (entry number=15477)'],134.175,44.009,9,3
COCCOCCO,CCCC,"InChI=1/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3","InChI=1/C4H10/c1-3-4-2/h3-4H2,1-2H3",-1.36,0,[-1.359],['CompSol Binary (entry number=15487)'],120.148,58.124,8,4
COCCOCCO,C(=O)=O,"InChI=1/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",InChI=1/CO2/c2-1-3,-0.7,0.004,"[-0.6973, -0.7043]","['CompSol Binary (entry number=15488)', 'CompSol Binary (entry number=15489)']",120.148,44.009,8,3
COCCOCCO,S,"InChI=1/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",InChI=1/H2S/h1H2,-1.91,0,[-1.9114],['CompSol Binary (entry number=15492)'],120.148,34.083,8,1
COCCOCCO,CCC,"InChI=1/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3","InChI=1/C3H8/c1-3-2/h3H2,1-2H3",-0.77,0,[-0.7672],['CompSol Binary (entry number=15493)'],120.148,44.097,8,3
COCCOCCO,O=S=O,"InChI=1/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",InChI=1/O2S/c1-3-2,-4.09,0,[-4.0889],['CompSol Binary (entry number=15494)'],120.148,64.065,8,3
C(COCCOCCO)O,CC(C)C1=CC=CC=C1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",-4.56,0,[-4.5644],['CompSol Binary (entry number=15538)'],150.174,120.195,10,9
C(COCCOCCO)O,CCCC=CC,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3",-2.02,0,[-2.0157],['CompSol Binary (entry number=15542)'],150.174,84.162,10,6
C(COCCOCCO)O,C1CCC2=CC=CC=C2C1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",-6.07,0,[-6.0726],['CompSol Binary (entry number=15558)'],150.174,132.206,10,10
C(COCCOCCO)O,CC1=CC=CC=C1C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",-4.61,0,[-4.6121],['CompSol Binary (entry number=15575)'],150.174,106.168,10,8
C(COCCOCCO)O,CC1=CC(=CC=C1)C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-4.4,0,[-4.3961],['CompSol Binary (entry number=15582)'],150.174,106.168,10,8
C(COCCOCCO)O,CC1=CC=C(C=C1)C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",-4.37,0,[-4.3726],['CompSol Binary (entry number=15586)'],150.174,106.168,10,8
C(COCCOCCO)O,C1COCCO1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-3.88,0,[-3.8773],['CompSol Binary (entry number=15588)'],150.174,88.106,10,6
C(COCCOCCO)O,CCCCCCCCC=C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3",-3.58,0,[-3.5775],['CompSol Binary (entry number=15592)'],150.174,140.27,10,10
C(COCCOCCO)O,CCCCCC=C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",-2.27,0.044,"[-2.2265, -2.3142]","['CompSol Binary (entry number=15598)', 'CompSol Binary (entry number=15607)']",150.174,98.189,10,7
C(COCCOCCO)O,CCCCC=C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",-1.83,0.039,"[-1.8657, -1.7868]","['CompSol Binary (entry number=15620)', 'CompSol Binary (entry number=15622)']",150.174,84.162,10,6
C(COCCOCCO)O,CCCCCCC=C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",-2.78,0,[-2.7801],['CompSol Binary (entry number=15643)'],150.174,112.216,10,8
C(COCCOCCO)O,CC(C)CC(C)(C)C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",-1.88,0,[-1.8837],['CompSol Binary (entry number=15656)'],150.174,114.232,10,8
C(COCCOCCO)O,CC(=C)C(=C)C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3",-2.49,0,[-2.4856],['CompSol Binary (entry number=15672)'],150.174,82.146,10,6
C(COCCOCCO)O,CC(=C)CC(C)(C)C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3",-2.29,0,[-2.2936],['CompSol Binary (entry number=15674)'],150.174,112.216,10,8
C(COCCOCCO)O,CCC(=O)C,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-3.14,0,[-3.1389],['CompSol Binary (entry number=15676)'],150.174,72.107,10,5
C(COCCOCCO)O,CC(C)(C)Cl,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C4H9Cl/c1-4(2,3)5/h1-3H3",-2.49,0,[-2.4869],['CompSol Binary (entry number=15677)'],150.174,92.569,10,5
C(COCCOCCO)O,C1=CC=CC=C1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.43,0.051,"[-3.4012, -3.5271, -3.423, -3.3887, -3.4012]","['CompSol Binary (entry number=15692)', 'CompSol Binary (entry number=15694)', 'CompSol Binary (entry number=15695)', 'CompSol Binary (entry number=15698)', 'CompSol Binary (entry number=15703)']",150.174,78.114,10,6
C(COCCOCCO)O,C1CCCCC1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,-2.26,0.024,"[-2.2688, -2.2315, -2.2883]","['CompSol Binary (entry number=15751)', 'CompSol Binary (entry number=15752)', 'CompSol Binary (entry number=15755)']",150.174,84.162,10,6
C(COCCOCCO)O,C1CCC=CC1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",-2.73,0,[-2.7253],['CompSol Binary (entry number=15760)'],150.174,82.146,10,6
C(COCCOCCO)O,CCCCCCCCCC,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",-3.33,0,[-3.332],['CompSol Binary (entry number=15767)'],150.174,142.286,10,10
C(COCCOCCO)O,CCCCCCCCCCCC,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",-4.27,0,[-4.2655],['CompSol Binary (entry number=15789)'],150.174,170.34,10,12
C(COCCOCCO)O,CCO,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-4.17,0,[-4.1671],['CompSol Binary (entry number=15804)'],150.174,46.069,10,3
C(COCCOCCO)O,CCC1=CC=CC=C1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-4.31,0.044,"[-4.3537, -4.2657]","['CompSol Binary (entry number=15816)', 'CompSol Binary (entry number=15817)']",150.174,106.168,10,8
C(COCCOCCO)O,CCC1CCCCC1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",-3.01,0,[-3.0112],['CompSol Binary (entry number=15823)'],150.174,112.216,10,8
C(COCCOCCO)O,CCCCCCC,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",-1.97,0.062,"[-1.9091, -2.0335]","['CompSol Binary (entry number=15829)', 'CompSol Binary (entry number=15833)']",150.174,100.205,10,7
C(COCCOCCO)O,CCCCCC,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",-1.54,0.075,"[-1.6032, -1.42, -1.5476, -1.6032]","['CompSol Binary (entry number=15856)', 'CompSol Binary (entry number=15865)', 'CompSol Binary (entry number=15869)', 'CompSol Binary (entry number=15870)']",150.174,86.178,10,6
C(COCCOCCO)O,S,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",InChI=1/H2S/h1H2,-1.32,0,[-1.3175],['CompSol Binary (entry number=15872)'],150.174,34.083,10,1
C(COCCOCCO)O,CC1CCCCC1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",-2.44,0.028,"[-2.4673, -2.4118]","['CompSol Binary (entry number=15900)', 'CompSol Binary (entry number=15907)']",150.174,98.189,10,7
C(COCCOCCO)O,C[N+](=O)[O-],"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",InChI=1/CH3NO2/c1-2(3)4/h1H3,-4.01,0,[-4.0063],['CompSol Binary (entry number=15917)'],150.174,61.04,10,4
C(COCCOCCO)O,CCCCCCCCC,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",-2.92,0.057,"[-2.867, -2.9809]","['CompSol Binary (entry number=15918)', 'CompSol Binary (entry number=15927)']",150.174,128.259,10,9
C(COCCOCCO)O,CCCC1=CC=CC=C1,"InChI=1/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChI=1/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",-4.69,0,[-4.6916],['CompSol Binary (entry number=15962)'],150.174,120.195,10,9
CN(CCO)CCO,C,"InChI=1/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",InChI=1/CH4/h1H4,1.18,0,[1.1826],['CompSol Binary (entry number=16024)'],119.164,16.043,8,1
C(COCCOCCOCCO)O,CCCCCCCCC=C,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3",-3.78,0,[-3.7827],['CompSol Binary (entry number=16031)'],194.227,140.27,13,10
C(COCCOCCOCCO)O,CCCCCC=C,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",-2.4,0,[-2.4023],['CompSol Binary (entry number=16034)'],194.227,98.189,13,7
C(COCCOCCOCCO)O,CCCCC=C,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",-1.94,0,[-1.9397],['CompSol Binary (entry number=16037)'],194.227,84.162,13,6
C(COCCOCCOCCO)O,C1=CC=CC=C1,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.56,0,[-3.5578],['CompSol Binary (entry number=16051)'],194.227,78.114,13,6
C(COCCOCCOCCO)O,C1CCCCC1,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,-2.34,0,[-2.3426],['CompSol Binary (entry number=16061)'],194.227,84.162,13,6
C(COCCOCCOCCO)O,CCCCCCCCCC,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",-3.61,0,[-3.6142],['CompSol Binary (entry number=16069)'],194.227,142.286,13,10
C(COCCOCCOCCO)O,CCCCCCCCCCCC,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",-4.58,0,[-4.5832],['CompSol Binary (entry number=16079)'],194.227,170.34,13,12
C(COCCOCCOCCO)O,CCS,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C2H6S/c1-2-3/h3H,2H2,1H3",-2.7,0,[-2.698],['CompSol Binary (entry number=16082)'],194.227,62.137,13,3
C(COCCOCCOCCO)O,CCC1=CC=CC=C1,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-4.38,0,[-4.3817],['CompSol Binary (entry number=16102)'],194.227,106.168,13,8
C(COCCOCCOCCO)O,CCCCCCC,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",-2.13,0,[-2.1258],['CompSol Binary (entry number=16109)'],194.227,100.205,13,7
C(COCCOCCOCCO)O,CCCCCC,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",-1.65,0,[-1.6545],['CompSol Binary (entry number=16122)'],194.227,86.178,13,6
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-3.99,0,[-3.9906],['CompSol Binary (entry number=16129)'],194.227,92.141,13,7
C(COCCOCCOCCO)O,CC1CCCCC1,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",-2.55,0,[-2.5516],['CompSol Binary (entry number=16149)'],194.227,98.189,13,7
C(COCCOCCOCCO)O,CCCCCCCCC,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",-3.13,0,[-3.1252],['CompSol Binary (entry number=16157)'],194.227,128.259,13,9
C(COCCOCCOCCO)O,CCCCCCCC,"InChI=1/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-2.71,0,[-2.7107],['CompSol Binary (entry number=16173)'],194.227,114.232,13,8
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,CCCC,"InChI=1/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1/C4H10/c1-3-4-2/h3-4H2,1-2H3",-2.97,0,[-2.9719],['CompSol Binary (entry number=16251)'],226.448,58.124,16,4
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,CC,"InChI=1/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",InChI=1/C2H6/c1-2/h1-2H3,-1.5,0,[-1.5005],['CompSol Binary (entry number=16252)'],226.448,30.07,16,2
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,C,"InChI=1/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",InChI=1/CH4/h1H4,-0.56,0,[-0.5603],['CompSol Binary (entry number=16253)'],226.448,16.043,16,1
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,CCC,"InChI=1/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3","InChI=1/C3H8/c1-3-2/h3H2,1-2H3",-2.21,0,[-2.2147],['CompSol Binary (entry number=16254)'],226.448,44.097,16,3
CC(C)CC(C)(C)C,O,"InChI=1/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",InChI=1/H2O/h1H2,-0.52,0,[-0.5176],['CompSol Binary (entry number=16590)'],114.232,18.015,8,1
CC(C)CCC(C)(C)C,O,"InChI=1/C9H20/c1-8(2)6-7-9(3,4)5/h8H,6-7H2,1-5H3",InChI=1/H2O/h1H2,-0.49,0,[-0.4908],['CompSol Binary (entry number=16592)'],128.259,18.015,9,1
CCC(C)(C)C,CCCCCC,"InChI=1/C6H14/c1-5-6(2,3)4/h5H2,1-4H3","InChI=1/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",-4.04,0,[-4.0431],['CompSol Binary (entry number=16593)'],86.178,86.178,6,6
CCC(C)(C)C,O,"InChI=1/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",InChI=1/H2O/h1H2,-0.51,0,[-0.5058],['CompSol Binary (entry number=16613)'],86.178,18.015,6,1
C(COCCO)O,CC(C)C1=CC=CC=C1,"InChI=1/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2","InChI=1/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",-4.43,0,[-4.4275],['CompSol Binary (entry number=16631)'],106.121,120.195,7,9
C(COCCO)O,CCCC=CC,"InChI=1/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2","InChI=1/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3",-1.92,0,[-1.9242],['CompSol Binary (entry number=16632)'],106.121,84.162,7,6
C(COCCO)O,C1CCC2=CC=CC=C2C1,"InChI=1/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2","InChI=1/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",-5.9,0,[-5.8969],['CompSol Binary (entry number=16635)'],106.121,132.206,7,10
C(COCCO)O,CC1=CC=CC=C1C,"InChI=1/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2","InChI=1/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",-4.48,0.008,"[-4.4868, -4.4713]","['CompSol Binary (entry number=16639)', 'CompSol Binary (entry number=16642)']",106.121,106.168,7,8
C(COCCO)O,CC1=CC(=CC(=C1)C)C,"InChI=1/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2","InChI=1/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",-4.65,0,[-4.6472],['CompSol Binary (entry number=16648)'],106.121,120.195,7,9
